java.util.stream.IntPipeline$1$1.accept,0.1305
java.util.stream.ReferencePipeline$4$1.accept,0.1305
java.util.HashMap$ValueSpliterator.characteristics,0.1305
java.lang.ref.Reference.waitForReferencePendingList,NaN
java.io.WinNTFileSystem.getBooleanAttributes,0.5792
radixsort.RadixSortAlgorithm.countSort,0.3915
java.util.ArrayList$ArrayListSpliterator.forEachRemaining,0.1305
